UsuarioID,Nome,Email,Telefone,DataNascimento,Genero,CidadeID,CEP,Profissao,RendaFamiliar,Fumante,DataCadastro,DataUltimaAtualizacao,Ativo
7804,Francisco Fonseca,cavalcanticaue@example.com,(051) 6957-2952,1952-10-18,F,92,17457119,Corregedor de justiça,2229.26,0,2024-03-28 00:32:09.430766,2025-02-18 05:03:19.650356,1
7805,Caleb Ramos,luizaazevedo@example.com,(071) 8291-0188,2003-02-23,F,247,76890604,Engenheiro petroquímico,4404.21,0,2025-01-09 13:10:52.866382,2024-12-25 00:37:39.828366,1
7806,Alice Casa Grande,antonella74@example.org,41 1626 8482,1998-04-09,F,318,64332-075,Ortopedista,2237.04,0,2025-05-27 02:25:30.887868,2025-06-26 01:31:42.709873,1
7807,Sr. Heitor Pastor,npires@example.org,21 0725 0849,1954-10-15,O,22,02987-056,Pediatra,2950.26,0,2024-09-21 04:36:53.747203,2025-03-29 20:01:41.041999,1
7808,Bryan Casa Grande,sarah00@example.org,51 5717 1770,1971-06-07,M,107,60757589,Limpador de vidros,5940.28,1,2024-07-25 05:22:19.050511,2024-09-29 23:00:33.017242,1
7809,Dra. Allana Pacheco,saarthur@example.org,(081) 4817-2070,1971-02-21,F,218,59291-162,Gastroenterologista,5487.81,0,2025-06-08 04:10:58.127806,2025-05-17 03:54:23.172041,1
7810,Leandro Sousa,rhaviaraujo@example.net,0800 120 0120,1946-01-20,F,155,11503603,Agente de combate à endemias,3466.48,0,2023-08-20 00:59:14.951135,2025-06-10 15:49:15.987409,1
7811,Olívia Cirino,isaacda-mota@example.net,+55 (021) 8587-4703,1964-03-23,F,342,62001851,Lubrificador de máquinas,2570.69,0,2023-08-07 23:15:08.008553,2024-11-11 18:14:49.970235,1
7812,Alícia Costela,da-cunhaantony@example.org,+55 (084) 5002-9789,1971-11-05,M,243,08982785,Secretária,2802.62,0,2025-02-03 10:50:16.525812,2024-11-24 00:26:49.641068,1
7813,Emilly Leão,siqueirathales@example.net,61 9284 9973,1982-08-20,M,79,11569-175,Rebarbador de metal,4600.09,0,2023-10-02 12:39:58.299128,2025-05-12 09:13:09.839033,1
7814,Maria Dias,henriquefogaca@example.net,+55 81 6381-8397,1978-01-17,F,440,95560-321,Revendedor,2927.05,0,2024-11-29 23:14:25.524397,2024-11-03 05:20:58.344552,1
7815,Henry Gabriel Cardoso,pachecokaique@example.com,+55 (084) 3636-3154,1953-04-28,F,136,28759-424,Jornalista,2254.9,0,2024-07-01 17:17:33.214141,2025-04-21 18:34:49.701617,1
7816,Maria Luísa Barros,rcasa-grande@example.com,+55 61 1306-9666,1973-01-15,F,352,57010-090,Parteira tradicional,5474.67,0,2023-12-18 01:01:51.056120,2024-10-31 11:37:56.859423,1
7817,Nina Pereira,manuelasantos@example.com,21 2465 1099,1966-06-11,F,374,20439931,Flautista,3264.3,0,2025-01-29 22:32:15.980441,2025-05-07 06:45:21.652935,1
7818,Apollo Rocha,ayla61@example.net,+55 (021) 0220-2558,1970-04-02,F,482,93076657,Agrimensor,2233.6,0,2025-01-18 05:56:01.684459,2025-02-22 21:08:54.237733,1
7819,João Gabriel Ferreira,leticia89@example.org,(071) 8650-3244,1949-03-22,F,237,61073112,Pedicure,3787.53,0,2024-04-23 21:25:36.178903,2025-03-13 10:14:51.389584,1
7820,Sra. Ágatha Ferreira,zoe33@example.com,0300 672 6877,1985-04-25,F,291,64040-978,Espeleologista,4844.55,1,2023-09-12 16:39:00.144540,2024-10-13 00:47:26.552719,1
7821,Mateus Andrade,luisa47@example.org,+55 (021) 0676-2755,1946-11-13,M,156,73806-479,Juiz ou árbitro de futebol,1801.12,0,2023-11-29 12:28:26.842696,2025-02-22 02:29:15.441204,1
7822,Cauê Caldeira,da-rochaolivia@example.com,+55 71 5859-2476,2003-03-06,F,321,33277-228,Tintureiro,2696.67,1,2024-05-18 22:37:12.961270,2025-06-29 15:06:47.860176,1
7823,Brenda Dias,pereiraleo@example.net,41 4288-0289,1947-01-04,F,222,94960233,Cientista de alimentos,2635.05,0,2024-03-16 14:32:31.688526,2025-07-04 05:44:18.095030,1
7824,Ayla Cavalcante,moraespietro@example.org,31 7213 6229,1967-03-22,M,207,60946-763,Tecnólogo em automação industrial,3737.39,0,2025-04-22 09:12:56.037476,2024-08-21 01:50:40.937618,1
7825,Ágatha Guerra,fernandaferreira@example.com,+55 81 9591-4143,1951-08-13,M,417,97112700,Berçarista,4088.79,0,2024-02-16 06:48:11.500635,2025-06-01 18:56:29.131650,1
7826,Sra. Zoe Jesus,nunesmaria-isis@example.net,81 3377 8533,1991-03-13,M,26,97492388,Profissional de manutenção industrial,2262.58,0,2025-02-01 12:09:24.607349,2025-01-04 09:38:51.960827,1
7827,Rhavi Novais,enogueira@example.org,+55 (081) 4370-4038,1957-03-01,O,435,52253-807,Auditor,1413.22,0,2023-11-12 17:35:00.005874,2025-03-24 04:36:17.085328,1
7828,Sophie Rocha,aguerra@example.net,+55 (051) 1043 6952,1950-01-04,M,413,11506558,Alpinista,4993.54,1,2024-04-14 10:18:38.348762,2025-05-29 19:01:14.932648,1
7829,Carolina Cunha,gomeslevi@example.net,+55 11 1588 9708,1983-12-06,F,241,31788691,Salva-vidas,1702.8,0,2024-07-26 14:58:00.794474,2024-08-09 21:18:16.774333,1
7830,Maria Helena Araújo,rmachado@example.org,0800 096 7763,1954-04-03,M,233,98110-608,Policial militar,3413.84,0,2024-01-20 23:31:41.520446,2024-08-14 10:16:58.842315,1
7831,Theodoro Moura,ysampaio@example.com,(021) 3625-1660,1961-09-20,M,172,51683-921,Baixista,2790.59,0,2024-06-12 16:26:03.630220,2024-10-12 10:39:48.352938,1
7832,Leonardo Marques,maria-alice48@example.net,+55 (011) 6429 2732,1995-07-27,F,499,67149660,Cirurgião dentista,3233.18,0,2025-04-01 02:04:04.657804,2025-07-21 20:34:45.101080,1
7833,Apollo Moraes,mfreitas@example.com,+55 81 0627 8420,1954-10-29,M,56,85835800,Faxineiro,6806.39,0,2024-03-21 12:17:16.834510,2025-01-18 09:56:27.439930,1
7834,Srta. Maysa Ribeiro,uribeiro@example.net,(031) 6952-9009,2002-11-22,F,279,16029-761,Oftalmologista,13617.91,0,2024-02-27 23:48:58.705809,2024-12-22 08:50:23.310026,1
7835,Aurora Nunes,bmendonca@example.com,+55 (081) 1934 3476,1954-12-17,F,324,57349755,Engenheiro têxtil,1317.22,0,2023-11-20 03:17:43.157576,2025-06-05 10:22:19.177561,1
7836,Arthur Gabriel Mendonça,nataliaalmeida@example.org,(081) 6728-7394,1961-01-28,F,466,09302641,Investigador de Polícia,4875.38,0,2024-07-12 12:06:23.288232,2025-07-19 06:51:01.616670,1
7837,Davi Lucca Barros,cdias@example.net,+55 61 7044-8380,2003-03-11,M,375,60749-087,Engenheiro acústico,2756.94,0,2023-11-04 07:59:44.581588,2025-06-12 14:38:18.535330,1
7838,Letícia Aparecida,imoura@example.org,11 3622-8901,1982-05-23,F,303,87929095,Gestor público,5033.78,1,2024-08-25 06:12:48.496125,2025-01-25 09:22:24.252544,1
7839,Nathan Oliveira,maria-laurada-costa@example.org,(011) 5474 3298,1973-12-26,F,59,90064049,Mecânico de vôo,4810.86,0,2024-09-15 04:36:01.482537,2024-12-17 21:42:55.803132,1
7840,Dra. Vitória Vargas,agathamartins@example.com,84 2120 8303,2002-07-15,F,180,15472967,Webmaster,6032.23,0,2025-04-13 13:11:28.994302,2025-07-11 02:51:56.142807,1
7841,Matteo Pereira,riosluiz-fernando@example.com,(061) 0056-4332,1964-11-18,F,70,32769409,Argumentista,3437.44,0,2023-09-03 10:30:06.586646,2025-04-23 19:54:52.367993,1
7842,Dra. Carolina Costa,gnovais@example.com,51 4222 1629,1979-11-03,F,434,30489505,Psicomotricista,1910.67,0,2024-09-16 09:24:34.754566,2025-01-21 02:53:28.376856,1
7843,Sr. João Lucas Nogueira,manuela07@example.org,+55 51 0410 2313,1960-12-13,O,361,70350-298,Designer de produto ou desenhista industrial,4740.15,0,2024-09-12 13:36:01.803226,2025-05-03 06:00:19.049157,1
7844,Thomas Lopes,vicente60@example.net,11 6808 7305,1995-04-09,F,365,30825619,Psicomotricista,3162.12,0,2024-09-18 16:59:50.525209,2025-04-02 03:36:44.392776,1
7845,Pietro Aparecida,leonardo17@example.org,+55 (084) 8290-3279,1967-01-20,M,307,35453-860,Babysitter,2652.02,0,2024-07-28 11:48:26.621845,2025-02-25 06:18:37.900443,1
7846,Eduarda Campos,davi-luizda-cruz@example.org,0900 462 6733,1988-03-21,M,241,23889-527,Copeiro,2349.34,0,2024-11-09 18:50:18.834405,2025-03-23 16:01:57.884625,1
7847,Vinícius Jesus,portobrenda@example.net,+55 41 6592-3981,1945-07-21,M,74,08105840,Turismólogo,4930.36,0,2023-10-04 10:29:34.020236,2025-05-06 20:50:49.270576,1
7848,Dr. Pedro Cirino,jrodrigues@example.net,41 2180-7410,2001-12-07,M,155,58979-810,Compositor,6645.43,0,2025-05-30 17:13:25.829484,2024-10-21 12:09:15.632535,1
7849,Anthony Cavalcante,nicolemoura@example.org,+55 (031) 2094 2584,1975-10-29,M,70,82534-320,Profissional de efeitos especiais,1639.79,1,2025-02-20 08:41:33.704295,2025-03-02 03:09:49.097703,1
7850,Enzo Costa,levipastor@example.net,31 7205-7247,1956-05-23,M,347,55268-918,Alfaiate,4068.28,0,2025-02-16 05:50:51.831354,2025-03-14 01:19:05.092229,1
7851,Dra. Rebeca Rodrigues,brenda76@example.net,+55 (031) 8276 8621,2003-03-30,F,79,72496530,Comandante,2474.53,0,2025-03-18 08:21:57.284545,2025-05-18 10:26:08.642727,1
7852,Srta. Alice Fogaça,danielmoraes@example.net,(041) 0380 9176,1996-03-15,M,335,53386-660,Chargista,1431.34,0,2025-03-24 10:18:07.070090,2024-08-21 08:27:11.677943,1
7853,Sr. Gustavo Henrique Teixeira,melinarodrigues@example.org,+55 (071) 5558-9479,1974-08-30,F,328,55782100,Serventuário,3209.44,0,2023-11-24 23:08:05.944320,2024-08-29 03:02:31.388533,1
7854,Alexandre Araújo,upeixoto@example.net,84 7414 5711,1999-09-28,M,220,61305-525,Profissional de linguística,1965.36,0,2024-05-13 05:50:27.926795,2025-05-21 22:14:26.318259,1
7855,Antony Novaes,salesantonio@example.com,+55 (011) 6087-7029,1984-06-29,M,68,57617-812,Moldador,1354.41,1,2024-06-10 06:34:46.369248,2024-11-29 02:31:10.705394,1
7856,Maria Flor da Cruz,marcos-viniciusrodrigues@example.net,51 9185 0336,1999-11-24,M,148,87142-793,Sonoplasta,2016.52,0,2024-04-24 06:32:22.506298,2025-02-15 16:33:42.423232,1
7857,Nathan Marques,ferreiraalexia@example.org,+55 61 7907-1715,1991-07-17,M,151,48947-352,Lutador de kung fu,1783.11,1,2025-01-03 18:32:04.781855,2025-07-17 14:52:28.520904,1
7858,Daniel Pimenta,ana-beatriz91@example.net,+55 (051) 0280 5731,1994-06-22,F,333,23125-998,Jogador de bocha,2157.39,0,2024-10-25 10:42:58.301827,2024-08-12 10:54:19.643481,1
7859,Alexandre Moreira,ddas-neves@example.org,+55 (011) 8501-8284,1984-03-29,F,57,63953-556,Caça-talentos/Olheiro,1536.19,0,2024-09-09 12:29:50.352839,2024-08-27 02:01:51.745351,1
7860,Ayla Campos,vitoria67@example.org,(081) 1219-7424,1969-12-31,M,403,42714-129,Tecnólogo em irrigação e drenagem,2446.54,0,2024-07-15 00:00:46.463581,2024-12-30 02:22:13.375926,1
7861,Dante Guerra,santoslunna@example.org,+55 81 2057-0237,1986-12-17,F,366,84671329,Cardiologista,2086.78,0,2023-07-31 03:41:19.967418,2024-09-26 08:58:28.949986,1
7862,Antônio Pacheco,sarah59@example.com,(061) 6201 0385,1953-07-30,F,89,46111-856,Profissional de manutenção industrial,3596.83,0,2025-06-09 15:54:33.071905,2024-09-30 09:00:04.959794,1
7863,Matheus Nunes,theocosta@example.com,+55 31 8378 9165,1988-12-26,F,343,12119360,Administrador de banco de dados DBA,4010.89,0,2023-09-07 17:00:51.904164,2024-11-12 23:21:03.613221,1
7864,Dra. Clarice da Costa,calebe94@example.org,31 1644 3474,1956-05-01,F,317,30950-644,Piloto de avião,3395.05,1,2024-04-02 15:18:36.574583,2025-03-12 02:16:28.788640,1
7865,Thales Costa,ocasa-grande@example.net,0300 415 6738,1990-02-20,F,359,13244-695,Diretor de produção,2649.9,0,2023-10-29 17:09:47.640745,2025-01-13 09:09:33.504975,1
7866,Yasmin Vargas,lmarques@example.com,(021) 4277 3325,1985-09-09,F,91,84277-375,Saxofonista,2614.39,0,2024-03-25 15:28:21.854200,2024-08-02 03:22:36.568621,1
7867,Natália Sousa,montenegrogabrielly@example.org,+55 31 2037-2488,1963-09-02,F,78,57923-703,Educador integrado à saúde pública,1961.5,0,2023-12-12 03:49:33.573749,2025-04-08 10:52:08.128124,1
7868,Dra. Ana Clara Gomes,faraujo@example.net,(031) 1469 4692,1996-09-05,M,114,53574015,Governanta,1985.26,0,2024-02-17 05:09:27.568830,2024-12-12 04:29:36.923604,1
7869,Vitor Hugo Vieira,joao-pedrobrito@example.com,41 4262 8943,1954-08-28,M,175,94016-549,Urologista,4237.81,0,2024-01-19 04:20:31.504851,2024-10-09 01:07:30.838076,1
7870,Sra. Letícia Nogueira,clima@example.org,21 2032-8243,1998-07-16,O,384,07826-084,Especialista em agronegócios,1236.63,1,2025-05-01 06:19:10.234153,2025-03-12 15:52:36.582541,1
7871,Yan Lima,rochaeduardo@example.net,(021) 3581 6522,1999-08-23,F,355,08461385,Coloproctologista,2863.04,0,2024-09-25 05:29:35.886178,2025-07-11 21:01:17.259015,1
7872,Joana Gomes,dcampos@example.org,41 9492-7239,1949-01-09,F,459,36270263,Gerente de banco,2535.73,0,2025-06-21 12:32:49.108776,2025-03-07 08:09:51.836514,1
7873,Asafe Aragão,da-matabrenda@example.net,0300 672 4460,1973-08-10,F,29,99247020,Instrutor,4022.13,0,2024-05-09 20:01:57.808364,2025-03-05 11:29:28.625213,1
7874,Théo da Mota,calebmelo@example.org,+55 (051) 4045 8999,1992-07-07,M,6,34521-016,Jogador de handebol,1461.9,0,2023-11-07 09:00:31.184868,2025-02-01 06:10:23.788429,1
7875,Hellena da Cruz,cassianoluiz-felipe@example.org,84 4709 8170,1950-12-07,F,332,91345774,Optometrista,2999.62,0,2024-05-05 23:22:35.227817,2025-04-16 09:49:10.682680,1
7876,Bárbara Brito,gustavo-henriquenovais@example.net,+55 41 7490-1506,2001-01-06,F,131,75090-488,Montador,3538.62,0,2025-04-05 02:25:49.747488,2025-05-26 13:31:47.233931,1
7877,Srta. Melissa Barros,uandrade@example.org,+55 84 1611 7516,1955-01-06,M,156,94044505,Impressor,1150.13,0,2025-07-21 02:57:40.097713,2025-05-19 00:09:06.284324,1
7878,Vicente Barros,ana-liviagomes@example.org,+55 21 3073-4225,1960-01-10,F,258,84767733,Cientista,1742.08,0,2025-05-18 22:38:35.218435,2024-10-18 09:31:39.776434,1
7879,Sr. Léo Sales,melorenan@example.com,+55 41 6420-7363,1989-07-10,F,52,99225-513,Orçamentista,2847.24,0,2025-03-12 11:52:12.680496,2025-05-23 15:52:17.761744,1
7880,Lucas Montenegro,mendestheo@example.org,31 5669-7848,2003-02-23,M,303,33951820,Anestesiologista,3854.8,0,2024-09-15 22:03:01.461048,2025-01-02 12:38:50.539444,1
7881,Leonardo Cassiano,joana55@example.com,+55 (084) 6300-0591,2006-11-08,F,152,77407121,Mensageiro,3265.77,0,2024-08-04 08:56:48.553381,2024-11-14 08:47:11.581460,1
7882,Gabriel Porto,enzo-gabriel23@example.org,31 6805-9696,1993-07-13,M,299,47248-431,Agente de defesa sanitária,3945.09,0,2025-02-04 04:08:11.127945,2025-07-02 04:21:25.104793,1
7883,Anthony Gabriel Azevedo,emanuella91@example.com,0300 621 1725,1974-11-16,F,406,68870-119,Arrumadeira,1737.69,0,2024-05-30 22:59:18.290575,2024-12-17 15:59:49.651599,1
7884,Sr. Lorenzo Teixeira,erick56@example.com,+55 41 5764 3554,1944-09-10,M,83,11605119,Delegado,1346.99,0,2025-02-09 16:54:29.825811,2025-05-27 15:08:49.465046,1
7885,João Lucas Jesus,beniciosales@example.org,(041) 6401-1630,1966-01-07,F,463,36527653,Artista/Técnico em espetáculos de diversões,3109.61,1,2024-03-25 08:57:44.751162,2025-01-01 18:31:07.835570,1
7886,Ana Machado,ocosta@example.net,61 2345-1343,2006-04-04,F,251,52181-790,Engenheiro de controle e automação,1612.15,0,2024-11-11 10:10:18.134035,2025-03-16 22:19:04.627986,1
7887,Dr. José da Paz,tsilva@example.net,+55 61 1500 1818,1971-07-16,M,457,82554003,Filósofo,1933.99,1,2023-08-03 19:11:22.042473,2024-10-01 07:31:59.343302,1
7888,Júlia Guerra,bfarias@example.org,+55 (021) 5910 7023,1990-11-01,O,99,26624697,Soldado,4751.14,1,2024-06-24 17:25:03.577922,2025-07-01 07:48:05.324370,1
7889,Melina Casa Grande,qda-rocha@example.org,(071) 8544-3875,1968-04-29,O,286,59689936,Selecionador de pessoal,3276.56,0,2025-07-16 15:07:26.187962,2024-10-08 22:54:24.321634,1
7890,Srta. Aylla Araújo,luiz-henrique50@example.org,+55 (031) 6119-1038,1972-01-23,M,192,93068-211,Timoneiro,2243.8,0,2023-12-11 15:16:41.454949,2025-01-31 02:35:55.912149,1
7891,Cecilia da Mata,jesusemanuelly@example.org,51 9002 1977,2002-02-21,M,373,05712-048,Lutador de karatê,2102.71,0,2024-04-21 19:58:02.798346,2025-01-12 15:08:30.751340,1
7892,Allana Carvalho,dda-luz@example.org,(051) 9982 3030,1969-07-22,O,287,55750848,Vistoriador de sinistros,4066.19,0,2023-12-13 06:55:04.707674,2025-02-24 08:32:31.188575,1
7893,Dra. Ayla Sales,brezende@example.net,+55 61 8252 9644,1982-05-05,O,234,80187068,Parteira tradicional,3314.25,1,2024-07-23 04:31:54.200833,2024-11-23 21:07:25.848789,1
7894,Clarice Carvalho,xpires@example.net,84 4185 7783,1986-08-12,M,451,16756719,Aeronauta,1624.12,0,2025-04-09 12:47:51.444864,2024-12-08 11:03:32.086292,1
7895,Hellena Moraes,gmendonca@example.net,0500-204-9314,1953-07-03,M,181,50287093,Catador de material reciclável,1125.62,0,2025-05-19 10:15:59.287881,2025-06-08 00:33:34.110452,1
7896,Laura Abreu,costelavinicius@example.org,(084) 0422-5788,1945-12-09,M,107,26423254,Operador de vídeo,7638.08,1,2024-05-11 15:39:33.086041,2025-06-05 06:23:08.793356,1
7897,Matteo Casa Grande,caroline24@example.com,+55 (084) 5021 2162,1945-07-25,O,287,50060-879,Moldureiro,1617.7,0,2025-02-28 13:21:59.994252,2025-04-02 00:58:59.073227,1
7898,Vinícius Ferreira,xda-mota@example.net,+55 (011) 1696 7534,2003-08-20,M,295,28366-752,Atleta de nado sincronizado,3881.0,0,2025-07-13 05:21:02.426611,2025-05-09 06:43:28.033663,1
7899,Ana Lívia Monteiro,rodriguesana-vitoria@example.org,+55 61 7561-9531,1989-09-15,F,208,63156633,Instrumentador cirúrgico,6344.52,0,2024-12-09 12:59:30.427007,2024-11-14 12:25:22.634833,1
7900,Luan Carvalho,benicio90@example.net,11 2361-4653,1982-07-28,F,232,16761-903,Jardineiro,3209.27,1,2025-07-15 04:34:59.318884,2025-03-07 13:42:20.247566,1
7901,Heloísa Vieira,matteo51@example.net,51 9203 9283,1954-08-23,M,481,93216351,Jornalista,2207.87,1,2023-10-14 19:16:59.026126,2025-06-29 00:19:48.688463,1
7902,Sr. Noah das Neves,bruno63@example.net,71 8140 4819,1971-03-15,F,353,54357-684,Grafologista,1461.14,1,2024-11-24 07:59:59.128999,2025-05-30 02:47:08.503389,1
7903,Henry Ferreira,theoporto@example.net,(011) 3883-0038,2005-06-10,M,56,12620-343,Instalador de painéis,1450.98,0,2025-04-19 06:26:16.395779,2025-07-21 07:52:26.545111,1
7904,Allana Albuquerque,gfonseca@example.org,(061) 7597 5276,1957-07-05,F,103,90091360,Mensageiro,3598.77,0,2023-09-03 08:09:00.911623,2024-11-26 01:57:39.769505,1
7905,Caio Castro,maria-alicebarros@example.org,+55 21 4867-8032,2003-04-14,M,488,43300434,Diretor de produção,6157.88,0,2024-09-09 03:25:35.166896,2025-04-29 06:43:26.844374,1
7906,Aylla Vargas,da-rosagustavo-henrique@example.org,(081) 6744-4752,1963-11-02,F,348,81127-525,Bioquímico,2446.15,1,2024-08-11 13:59:51.754214,2024-12-01 01:58:15.833487,1
7907,Cecilia Novaes,xvargas@example.com,11 1130-3791,1961-07-27,F,452,39424452,Lixeiro/Coletor de lixo,2257.79,0,2024-08-18 11:15:29.868009,2025-01-22 00:02:45.619681,1
7908,Sra. Bianca Novaes,pietrada-luz@example.com,(061) 4391 1589,1985-05-19,M,141,72227-713,Orçamentista,4224.86,0,2023-10-05 05:37:15.363285,2024-08-28 12:16:44.944411,1
7909,Otto Azevedo,siqueiragael-henrique@example.net,+55 (051) 8741 1613,1972-01-31,M,357,72948-193,Projetista mecânico,2115.46,0,2024-05-31 20:53:00.024022,2025-05-28 16:39:00.126798,1
7910,Emanuelly Viana,arthur-gabrielfonseca@example.org,(031) 5603 1713,1959-09-27,M,342,12573853,Torneiro mecânico,3419.47,0,2023-10-10 22:34:45.560816,2024-11-12 10:55:40.223208,1
7911,Lunna Ferreira,gomesotavio@example.org,(031) 6022-1240,2006-06-24,M,137,06154-582,Vendedor,3043.92,0,2024-10-16 00:50:46.562415,2024-09-16 15:31:24.244323,1
7912,Allana da Paz,ryangoncalves@example.org,(084) 6464 3338,1949-03-19,F,262,81087961,Cientista político,2429.08,0,2025-05-26 06:02:05.579108,2024-09-25 08:21:23.510116,1
7913,Maria Laura Camargo,pedro-lucas28@example.com,(021) 9955 3783,1998-08-12,F,297,94907-520,Engenheiro de projetos,2957.89,0,2024-03-20 17:52:00.203364,2024-10-13 12:00:01.690972,1
7914,Bento Martins,mariana11@example.net,+55 11 0214 5186,1970-04-21,F,230,65286-494,Gravurista,7198.13,0,2025-06-21 19:04:11.638809,2024-09-30 09:41:28.086252,1
7915,Emanuella Câmara,ana-beatrizoliveira@example.net,21 6352 0462,1952-06-13,F,403,14014824,Tecnólogo em desenvolvimento social,4033.0,0,2024-04-21 01:31:27.377568,2025-02-16 01:27:12.699017,1
7916,João Lima,carvalhonina@example.net,+55 21 3064-2207,1999-06-09,F,404,43064-152,Maquiador,5147.42,0,2024-08-30 02:59:02.397270,2024-09-29 08:03:53.775518,1
7917,Amanda Aragão,andrealves@example.com,31 4843 7579,1997-10-16,F,413,46382307,Garçom,1883.06,0,2023-08-07 22:40:32.903686,2024-12-16 06:28:35.050315,1
7918,Davi Lucas Novais,rhaviteixeira@example.net,+55 (011) 8886-2345,1945-09-12,M,389,21912-764,Deputado,5156.27,0,2023-11-20 17:52:02.233928,2024-10-27 07:44:22.550382,1
7919,Vicente Casa Grande,moraesotavio@example.net,21 7594 1879,1951-10-04,M,233,80643785,Quadrinista,4103.15,1,2023-10-31 01:39:57.695979,2025-04-06 01:30:50.259820,1
7920,Aurora Alves,vitor-gabrielfonseca@example.org,11 6139 0007,1978-05-14,M,182,26320-997,Lavador de veículos,1408.39,1,2023-12-15 15:17:15.289418,2025-02-07 22:49:52.651325,1
7921,Erick Costa,kmonteiro@example.org,(051) 4802-8183,1990-12-22,F,404,52215929,Coveiro/Sepultador,3904.54,1,2024-10-20 14:26:19.595028,2025-03-30 12:55:08.971286,1
7922,Paulo Azevedo,zmachado@example.org,21 5108 3227,1947-08-04,M,233,65729988,Editor,2306.22,0,2023-11-16 14:50:10.708326,2025-03-18 10:05:27.024843,1
7923,Sr. Davi Lucas Alves,falbuquerque@example.net,(084) 2224 0463,1966-08-23,M,118,56629-890,Síndico,1376.22,1,2024-05-25 06:01:54.429965,2025-02-04 19:09:51.112131,1
7924,Julia Nascimento,britomaria-julia@example.org,+55 (084) 4754 3671,1947-02-05,M,241,28440235,Militar da Marinha,3180.8,0,2024-08-06 19:54:23.443733,2024-11-10 14:10:17.889169,1
7925,Sra. Alexia Monteiro,renanda-conceicao@example.net,+55 11 1760 2170,1985-01-30,F,71,46166653,Dançarino,3903.08,1,2025-04-21 18:24:33.611001,2024-12-20 00:36:53.706709,1
7926,Sra. Maya Sá,joaquim33@example.com,71 0908 8987,1945-12-17,M,328,43650052,Catador de carangueijos,3215.71,0,2024-11-25 22:44:08.057865,2025-05-18 01:54:36.600481,1
7927,Sr. José Pedro das Neves,enzofreitas@example.org,(011) 2958 4185,1970-07-23,M,157,89322-411,Engenheiro de segurança do trabalho,2822.65,0,2023-11-19 22:56:20.826531,2025-01-19 01:37:37.930065,1
7928,Ana Clara das Neves,luana28@example.com,+55 71 8781-6471,2001-06-18,M,124,94632-174,Seguidor de compras,2526.8,0,2024-11-18 12:52:29.864743,2024-11-08 04:07:54.762416,1
7929,Emanuelly Casa Grande,ana-liviafogaca@example.net,+55 (081) 6125 2417,1955-04-23,M,479,98994707,Corregedor de justiça,10232.19,1,2023-10-08 22:25:37.732090,2024-09-03 22:17:42.810032,1
7930,Mariah Câmara,vargasyago@example.net,84 4504-3949,1972-12-25,F,374,64720-985,Desembargador de justiça,1650.3,0,2024-02-01 18:19:52.395804,2025-04-16 11:15:29.190578,1
7931,Letícia Gomes,oliveirathiago@example.org,+55 11 4291 6732,1992-08-31,M,379,40229-764,Profissional de linguística,4612.2,0,2025-03-23 22:36:10.589941,2025-01-03 11:12:06.052988,1
7932,Cauê Pinto,maite71@example.com,+55 84 4428-5095,1975-08-03,M,295,45849-231,Médico nuclear,3004.03,0,2025-03-30 12:47:09.086265,2025-02-23 03:04:35.814286,1
7933,Lucas Gabriel da Costa,sophiarios@example.net,0900-661-6908,1968-08-19,F,408,02987830,Técnico em segurança do trabalho,1944.51,1,2024-03-24 09:36:13.302674,2024-08-20 23:31:40.593709,1
7934,Luiz Otávio Monteiro,eduardonascimento@example.net,(011) 6712 8446,1991-12-03,M,365,94815-818,Enfermeiro,2909.69,1,2025-07-29 07:20:51.263683,2025-07-22 07:13:37.188403,1
7935,Dra. Gabrielly Siqueira,amandada-paz@example.com,+55 31 0605 2620,1991-05-04,M,283,44450-976,Salgadeira,1485.54,0,2025-04-27 11:01:37.922280,2024-08-04 08:47:45.429651,1
7936,Samuel Cassiano,gaelguerra@example.org,71 9851 2468,1995-07-09,F,481,16625-191,Caixa,2213.33,0,2025-07-09 03:24:16.022165,2025-05-31 18:59:23.365569,1
7937,Isaac Ferreira,mcardoso@example.com,(011) 7370 5817,1948-10-24,M,92,98713-957,Radiologista,2911.82,0,2024-05-30 09:03:20.365000,2024-10-25 13:22:55.592208,1
7938,Mariah Barros,cunharebeca@example.com,+55 (071) 1323-6082,1981-10-10,M,473,10283-369,Controlador de vôo,1372.57,0,2025-04-10 01:55:29.013703,2024-09-24 10:18:02.195436,1
7939,Maria Luísa Nascimento,luna32@example.net,+55 41 1901 2087,1962-08-05,M,191,15239-194,Lavador,3839.86,1,2025-07-13 19:46:25.254564,2024-10-25 16:24:11.392584,1
7940,Enrico Dias,pedro-henriquecarvalho@example.org,(041) 1678 8638,1977-06-12,F,250,09964-420,Designer de produto ou desenhista industrial,1841.1,0,2025-02-24 05:50:46.342386,2025-02-04 01:30:38.735701,1
7941,Davi Lucas Marques,liam63@example.com,+55 61 2198 2016,1998-12-09,F,61,08331-101,Operador de bombas,1442.51,0,2025-06-28 09:11:19.602889,2025-05-05 00:35:32.200835,1
7942,Emilly Gonçalves,isabelmoraes@example.net,0500 396 7902,1991-02-05,F,254,80537-398,Serventuário,1736.79,0,2024-09-05 21:10:55.517022,2024-09-26 12:14:19.546497,1
